Region,Crime_Type,Year,Qtr,No_of_Offences,Population_Num,Live_Register_Num,Mean_Disposable_Income,Rent_Rates,CPI_All_Items,CPI_Water_Electricity_Gas,GBP_per_Euro,USD_per_Euro,Sunshine_Hours,Rainfall(mm),At_Risk_of_Poverty_Rate,Consistent_Poverty_Rate,Daily_Internet_Users,Pupils_Finish_Leaving_Cert,Num_Practising_Religion,Garda’_Num,Marriages_Num,Government_Party,Tobacco_gm_per_capita,Alcohol_ltr_per_capita,Pop_In_Good_Health
Northern,"Offences against government, justice procedures and organisation of crime",2006,4,141,469800,65724,32977,,4,16.1,0.6729,1.3213,192.6,478.8,28.2,10,,82.3,267264,14969,4139,Fianna F‡il,1721,13.4,83.1
Northern,"Offences against government, justice procedures and organisation of crime",2007,1,156,483900,69252,40180,558.45,4.9,20.4,0.6802,1.3242,241.7,290.5,21.7,8.4,19,83.8,,16776,3401,Fianna F‡il,1605,13.2,84
Northern,"Offences against government, justice procedures and organisation of crime",2007,2,162,483900,69030,40180,561.2,4.9,20.4,0.6756,1.3419,642.3,217.7,21.7,8.4,19,83.8,,16776,5558,Fianna F‡il,1605,13.2,84
Northern,"Offences against government, justice procedures and organisation of crime",2007,3,152,483900,73046,40180,556.81,4.9,20.4,0.6889,1.3896,439.1,271.1,21.7,8.4,19,83.8,,16776,8949,Fianna F‡il,1605,13.2,84
Northern,"Offences against government, justice procedures and organisation of crime",2007,4,139,483900,70325,40180,568.73,4.9,20.4,0.7206,1.457,144.3,288.5,21.7,8.4,19,83.8,,16776,4848,Fianna F‡il,1605,13.2,84
Northern,"Offences against government, justice procedures and organisation of crime",2008,1,162,496500,82216,41512,573.34,4.1,9.6,0.7749,1.5527,220.5,421.2,16.5,4.8,22,85.6,,17799,3228,Fianna F‡il,1439,12.2,84.3
Northern,"Offences against government, justice procedures and organisation of crime",2008,2,176,496500,89612,41512,576.92,4.1,9.6,0.7915,1.5553,639.4,136.4,16.5,4.8,22,85.6,,17799,5351,Fianna F‡il,1439,12.2,84.3
Northern,"Offences against government, justice procedures and organisation of crime",2008,3,165,496500,105227,41512,567.27,4.1,9.6,0.7992,1.437,345.8,338.9,16.5,4.8,22,85.6,,17799,8751,Fianna F‡il,1439,12.2,84.3
Northern,"Offences against government, justice procedures and organisation of crime",2008,4,138,496500,117909,41512,564.74,4.1,9.6,0.9045,1.3449,166.8,346.1,16.5,4.8,22,85.6,,17799,4857,Fianna F‡il,1439,12.2,84.3
Northern,"Offences against government, justice procedures and organisation of crime",2009,1,193,508200,151440,38247,555.15,-4.5,-22,0.9197,1.305,223.5,226.8,14.1,5.4,27,,,17579,3450,Fianna F‡il,1360,11,83.1
Northern,"Offences against government, justice procedures and organisation of crime",2009,2,159,508200,168537,38247,543.46,-4.5,-22,0.8567,1.4016,660.5,239.2,14.1,5.4,27,,,17579,5432,Fianna F‡il,1360,11,83.1
Northern,"Offences against government, justice procedures and organisation of crime",2009,3,160,508200,180784,38247,534.37,-4.5,-22,0.8914,1.4562,445.9,307.5,14.1,5.4,27,,,17579,8047,Fianna F‡il,1360,11,83.1
Northern,"Offences against government, justice procedures and organisation of crime",2009,4,126,508200,175043,38247,531.63,-4.5,-22,0.8997,1.4614,174.8,393.2,14.1,5.4,27,,,17579,4698,Fianna F‡il,1360,11,83.1
Northern,"Offences against government, justice procedures and organisation of crime",2010,1,186,511500,183377,38538,524.4,-1,1.3,0.9016,1.3569,277.4,238.7,13.7,7.4,33,,,16544,3372,Fianna F‡il,1226,11.6,82.8
Northern,"Offences against government, justice procedures and organisation of crime",2010,2,181,511500,186545,38538,516.53,-1,1.3,0.8277,1.2209,572.5,147.5,13.7,7.4,33,,,16544,4993,Fianna F‡il,1226,11.6,82.8
Northern,"Offences against government, justice procedures and organisation of crime",2010,3,189,511500,194227,38538,510.16,-1,1.3,0.8399,1.3067,400.1,339.6,13.7,7.4,33,,,16544,7774,Fianna F‡il,1226,11.6,82.8
Northern,"Offences against government, justice procedures and organisation of crime",2010,4,138,511500,182548,38538,500.73,-1,1.3,0.8481,1.322,213.4,254.4,13.7,7.4,33,,,16544,4455,Fianna F‡il,1226,11.6,82.8
Northern,"Offences against government, justice procedures and organisation of crime",2011,1,131,515500,187478,34091,489.3,2.6,9.7,0.8665,1.3999,273.8,252.7,19.8,9.7,40,,294803,16843,3047,Fine Gael,1241,11.7,83.2
Northern,"Offences against government, justice procedures and organisation of crime",2011,2,131,515500,189655,34091,482.37,2.6,9.7,0.8875,1.4388,553.6,251.1,19.8,9.7,40,,294803,16843,5015,Fine Gael,1241,11.7,83.2
Northern,"Offences against government, justice procedures and organisation of crime",2011,3,140,515500,195648,34091,478.97,2.6,9.7,0.8717,1.377,365.9,261.9,19.8,9.7,40,,294803,16843,7532,Fine Gael,1241,11.7,83.2
Northern,"Offences against government, justice procedures and organisation of crime",2011,4,145,515500,182981,34091,472.85,2.6,9.7,0.8441,1.3179,153.4,465.6,19.8,9.7,40,,294803,16843,4261,Fine Gael,1241,11.7,83.2
Northern,"Offences against government, justice procedures and organisation of crime",2012,1,148,510900,184989,30186,465.75,1.7,0.6,0.8345,1.3201,284.5,287.1,24.5,12.7,50,,,16843,2812,Fine Gael,1163,11.5,82.7
Northern,"Offences against government, justice procedures and organisation of crime",2012,2,128,510900,186071,30186,461.9,1.7,0.6,0.8058,1.2526,552.1,238.7,24.5,12.7,50,,,16843,5411,Fine Gael,1163,11.5,82.7
Northern,"Offences against government, justice procedures and organisation of crime",2012,3,125,510900,191256,30186,458.11,1.7,0.6,0.7982,1.2856,404.5,317.8,24.5,12.7,50,,,16843,7712,Fine Gael,1163,11.5,82.7
Northern,"Offences against government, justice procedures and organisation of crime",2012,4,116,510900,177839,30186,453.02,1.7,0.6,0.8124,1.3119,190.2,360.9,24.5,12.7,50,,,16843,4778,Fine Gael,1163,11.5,82.7
Northern,"Offences against government, justice procedures and organisation of crime",2013,1,149,509600,180616,31936,447.92,0.5,0.7,0.86,1.2964,252.1,275.5,25.4,18.5,51,90.1,,16328,3642,Fine Gael,1026,10.6,82
Northern,"Offences against government, justice procedures and organisation of crime",2013,2,129,509600,179821,31936,445.38,0.5,0.7,0.8519,1.3189,529.6,249.8,25.4,18.5,51,90.1,,16328,5444,Fine Gael,1026,10.6,82
Northern,"Offences against government, justice procedures and organisation of crime",2013,3,121,509600,182798,31936,444.2,0.5,0.7,0.8417,1.3348,386.1,218.7,25.4,18.5,51,90.1,,16328,7760,Fine Gael,1026,10.6,82
Northern,"Offences against government, justice procedures and organisation of crime",2013,4,137,509600,167366,31936,442.04,0.5,0.7,0.8364,1.3704,187.1,384.1,25.4,18.5,51,90.1,,16328,4924,Fine Gael,1026,10.6,82
Northern,"Offences against government, justice procedures and organisation of crime",2014,1,121,503900,167658,33490,438.26,0.2,0,0.8317,1.3823,257.4,428.3,22.5,14.2,55,,,16329,3624,Fine Gael,982,11,82.5
Northern,"Offences against government, justice procedures and organisation of crime",2014,2,122,503900,167114,33490,436.58,0.2,0,0.8041,1.3592,561.2,164.2,22.5,14.2,55,,,16329,5567,Fine Gael,982,11,82.5
Northern,"Offences against government, justice procedures and organisation of crime",2014,3,176,503900,167903,33490,440.74,0.2,0,0.7911,1.2901,554.3,205.2,22.5,14.2,55,,,16329,8048,Fine Gael,982,11,82.5
Northern,"Offences against government, justice procedures and organisation of crime",2014,4,130,503900,153033,33490,439.72,0.2,0,0.7883,1.2331,170.9,417.3,22.5,14.2,55,,,16329,4956,Fine Gael,982,11,82.5
Northern,"Offences against government, justice procedures and organisation of crime",2015,1,158,496000,151980,,442.17,-0.3,1.5,0.7236,1.0838,205.9,386.8,,,60,,,15947,3665,Fine Gael,,,
Northern,"Offences against government, justice procedures and organisation of crime",2015,2,178,496000,149030,,446.69,-0.3,1.5,0.7208,1.1213,522.7,254.2,,,60,,,15947,5516,Fine Gael,,,
Northern,"Offences against government, justice procedures and organisation of crime",2015,3,175,496000,151618,,456.21,-0.3,1.5,0.7313,1.1221,344.7,273.5,,,60,,,15947,8248,Fine Gael,,,
Northern,"Offences against government, justice procedures and organisation of crime",2015,4,210,496000,137101,,462,-0.3,1.5,0.726,1.0877,173.6,567.5,,,60,,,15947,4857,Fine Gael,,,
Western,Homicide offences,2003,1,1,589100,51406,,,3.5,-0.5,0.6825,1.0807,326.3,150.7,,,,85.7,464296,13504,2571,Fianna F‡il,2076,13.5,
Western,Homicide offences,2003,2,2,589100,51714,,,3.5,-0.5,0.7022,1.1663,531.6,240.3,,,,85.7,464296,13504,4827,Fianna F‡il,2076,13.5,
Western,Homicide offences,2003,3,2,589100,54186,,,3.5,-0.5,0.6969,1.1222,421,124.9,,,,85.7,464296,13504,7996,Fianna F‡il,2076,13.5,
Western,Homicide offences,2003,4,1,589100,49596,,,3.5,-0.5,0.702,1.2286,255.8,256.2,,,,85.7,464296,13504,4908,Fianna F‡il,2076,13.5,
Western,Homicide offences,2004,1,3,594100,50298,33954,,2.2,4.3,0.6712,1.2262,330.9,204.6,25.2,6.9,,86.3,,13796,2676,Fianna F‡il,1730,13.6,82.8
Western,Homicide offences,2004,2,2,594100,48642,33954,,2.2,4.3,0.6643,1.2138,542.1,148,25.2,6.9,,86.3,,13796,4719,Fianna F‡il,1730,13.6,82.8
Western,Homicide offences,2004,3,2,594100,51458,33954,,2.2,4.3,0.6813,1.2218,423,253,25.2,6.9,,86.3,,13796,8168,Fianna F‡il,1730,13.6,82.8
Western,Homicide offences,2004,4,3,594100,45809,33954,,2.2,4.3,0.695,1.3408,200.6,296.6,25.2,6.9,,86.3,,13796,5056,Fianna F‡il,1730,13.6,82.8
Western,Homicide offences,2005,1,3,605600,46716,36667,,2.5,10.4,0.6923,1.3201,228.3,230.5,26.2,6,,84.6,,13910,2909,Fianna F‡il,1737,13.4,82.7
Western,Homicide offences,2005,2,7,605600,45186,36667,,2.5,10.4,0.669,1.2165,528.2,239.1,26.2,6,,84.6,,13910,5130,Fianna F‡il,1737,13.4,82.7
Western,Homicide offences,2005,3,6,605600,48473,36667,,2.5,10.4,0.6776,1.2256,412.1,196.3,26.2,6,,84.6,,13910,8220,Fianna F‡il,1737,13.4,82.7
Western,Homicide offences,2005,4,0,605600,44030,36667,,2.5,10.4,0.6792,1.1856,213.5,248.8,26.2,6,,84.6,,13910,4464,Fianna F‡il,1737,13.4,82.7
Western,Homicide offences,2006,1,0,610700,45181,35378,,4,16.1,0.6893,1.202,232.2,197,22.7,6.2,,84.3,504121,14969,3267,Fianna F‡il,1721,13.4,83.1
Western,Homicide offences,2006,2,4,610700,44858,35378,,4,16.1,0.6866,1.265,569.6,176.3,22.7,6.2,,84.3,504121,14969,5094,Fianna F‡il,1721,13.4,83.1
Western,Homicide offences,2006,3,3,610700,47233,35378,,4,16.1,0.6751,1.2727,456.4,219.3,22.7,6.2,,84.3,504121,14969,8341,Fianna F‡il,1721,13.4,83.1
Western,Homicide offences,2006,4,2,610700,43554,35378,,4,16.1,0.6729,1.3213,227,379,22.7,6.2,,84.3,504121,14969,4139,Fianna F‡il,1721,13.4,83.1
Western,Homicide offences,2007,1,5,623200,45926,41105,925.15,4.9,20.4,0.6802,1.3242,290.8,224.2,18.8,3.1,27,84.6,,16776,3401,Fianna F‡il,1605,13.2,84
Western,Homicide offences,2007,2,6,623200,46145,41105,934.56,4.9,20.4,0.6756,1.3419,616.1,184.5,18.8,3.1,27,84.6,,16776,5558,Fianna F‡il,1605,13.2,84
Western,Homicide offences,2007,3,4,623200,50135,41105,343.09,4.9,20.4,0.6889,1.3896,497.6,245.7,18.8,3.1,27,84.6,,16776,8949,Fianna F‡il,1605,13.2,84
Western,Homicide offences,2007,4,1,623200,47096,41105,937.71,4.9,20.4,0.7206,1.457,192.3,264.6,18.8,3.1,27,84.6,,16776,4848,Fianna F‡il,1605,13.2,84
Western,Homicide offences,2008,1,3,631300,54800,41215,905.61,4.1,9.6,0.7749,1.5527,245,384.8,17.2,4.2,34,87,,17799,3228,Fianna F‡il,1439,12.2,84.3
Western,Homicide offences,2008,2,1,631300,59729,41215,889.36,4.1,9.6,0.7915,1.5553,593.4,195.9,17.2,4.2,34,87,,17799,5351,Fianna F‡il,1439,12.2,84.3
Western,Homicide offences,2008,3,6,631300,70407,41215,881.06,4.1,9.6,0.7992,1.437,377,363.8,17.2,4.2,34,87,,17799,8751,Fianna F‡il,1439,12.2,84.3
Western,Homicide offences,2008,4,1,631300,77841,41215,859.8,4.1,9.6,0.9045,1.3449,234.2,323.7,17.2,4.2,34,87,,17799,4857,Fianna F‡il,1439,12.2,84.3
Western,Homicide offences,2009,1,1,638100,100042,40004,842.06,-4.5,-22,0.9197,1.305,263.1,200.1,14.1,5.7,40,,,17579,3450,Fianna F‡il,1360,11,83.1
Western,Homicide offences,2009,2,5,638100,111816,40004,830.31,-4.5,-22,0.8567,1.4016,647.6,248.2,14.1,5.7,40,,,17579,5432,Fianna F‡il,1360,11,83.1
Western,Homicide offences,2009,3,3,638100,122578,40004,819.05,-4.5,-22,0.8914,1.4562,478.5,292.3,14.1,5.7,40,,,17579,8047,Fianna F‡il,1360,11,83.1
Western,Homicide offences,2009,4,3,638100,116076,40004,792.61,-4.5,-22,0.8997,1.4614,252.3,422.9,14.1,5.7,40,,,17579,4698,Fianna F‡il,1360,11,83.1
Western,Homicide offences,2010,1,1,638400,121848,39398,779.39,-1,1.3,0.9016,1.3569,344.6,147.8,12.1,2.8,48,,,16544,3372,Fianna F‡il,1226,11.6,82.8
Western,Homicide offences,2010,2,1,638400,121933,39398,773.52,-1,1.3,0.8277,1.2209,649.5,163.3,12.1,2.8,48,,,16544,4993,Fianna F‡il,1226,11.6,82.8
Western,Homicide offences,2010,3,2,638400,127675,39398,769.07,-1,1.3,0.8399,1.3067,435.5,298.8,12.1,2.8,48,,,16544,7774,Fianna F‡il,1226,11.6,82.8
Western,Homicide offences,2010,4,0,638400,118751,39398,758.54,-1,1.3,0.8481,1.322,255.6,235.2,12.1,2.8,48,,,16544,4455,Fianna F‡il,1226,11.6,82.8
Western,Homicide offences,2011,1,4,640800,123038,39029,749.24,2.6,9.7,0.8665,1.3999,316.3,257.8,19.9,5.6,54,,542547,16843,3047,Fine Gael,1241,11.7,83.2
Western,Homicide offences,2011,2,2,640800,123585,39029,748.4,2.6,9.7,0.8875,1.4388,574.9,247.6,19.9,5.6,54,,542547,16843,5015,Fine Gael,1241,11.7,83.2
Western,Homicide offences,2011,3,4,640800,126911,39029,753.65,2.6,9.7,0.8717,1.377,332.1,176.9,19.9,5.6,54,,542547,16843,7532,Fine Gael,1241,11.7,83.2
Western,Homicide offences,2011,4,0,640800,117644,39029,750.05,2.6,9.7,0.8441,1.3179,170.7,330.9,19.9,5.6,54,,542547,16843,4261,Fine Gael,1241,11.7,83.2
Western,Homicide offences,2012,1,1,637500,119303,36785,747.2,1.7,0.6,0.8345,1.3201,259.8,225.5,17,6.9,56,,,16843,2812,Fine Gael,1163,11.5,82.7
Western,Homicide offences,2012,2,2,637500,117915,36785,748.78,1.7,0.6,0.8058,1.2526,549.3,283.9,17,6.9,56,,,16843,5411,Fine Gael,1163,11.5,82.7
Western,Homicide offences,2012,3,2,637500,122434,36785,776.41,1.7,0.6,0.7982,1.2856,389.4,263.8,17,6.9,56,,,16843,7712,Fine Gael,1163,11.5,82.7
Western,Homicide offences,2012,4,2,637500,114886,36785,769.1,1.7,0.6,0.8124,1.3119,209.4,322,17,6.9,56,,,16843,4778,Fine Gael,1163,11.5,82.7
Western,Homicide offences,2013,1,1,637900,117724,35158,763.3,0.5,0.7,0.86,1.2964,238.1,185.1,18.6,9,57,91.3,,16328,3642,Fine Gael,1026,10.6,82
Western,Homicide offences,2013,2,6,637900,116588,35158,765.48,0.5,0.7,0.8519,1.3189,466.3,195.3,18.6,9,57,91.3,,16328,5444,Fine Gael,1026,10.6,82
Western,Homicide offences,2013,3,5,637900,117687,35158,770.49,0.5,0.7,0.8417,1.3348,396.9,173.9,18.6,9,57,91.3,,16328,7760,Fine Gael,1026,10.6,82
Western,Homicide offences,2013,4,2,637900,107645,35158,765.04,0.5,0.7,0.8364,1.3704,210.5,378.4,18.6,9,57,91.3,,16328,4924,Fine Gael,1026,10.6,82
Western,Homicide offences,2014,1,4,637100,108311,37045,764.11,0.2,0,0.8317,1.3823,208,456.6,20.9,8.6,60,,,16329,3624,Fine Gael,982,11,82.5
Western,Homicide offences,2014,2,1,637100,106727,37045,770.9,0.2,0,0.8041,1.3592,526.9,169.1,20.9,8.6,60,,,16329,5567,Fine Gael,982,11,82.5
Western,Homicide offences,2014,3,1,637100,106089,37045,792.1,0.2,0,0.7911,1.2901,413.5,199.6,20.9,8.6,60,,,16329,8048,Fine Gael,982,11,82.5
Western,Homicide offences,2014,4,2,637100,96802,37045,791.26,0.2,0,0.7883,1.2331,202.6,347.7,20.9,8.6,60,,,16329,4956,Fine Gael,982,11,82.5
Western,Homicide offences,2015,1,2,635500,96854,,796.72,-0.3,1.5,0.7236,1.0838,231.5,324.3,,,59,,,15947,3665,Fine Gael,,,
Western,Homicide offences,2015,2,1,635500,94431,,808.82,-0.3,1.5,0.7208,1.1213,588.1,201.8,,,59,,,15947,5516,Fine Gael,,,
Western,Homicide offences,2015,3,0,635500,95672,,830.6,-0.3,1.5,0.7313,1.1221,386.5,264,,,59,,,15947,8248,Fine Gael,,,
Western,Homicide offences,2015,4,1,635500,86706,,832.94,-0.3,1.5,0.726,1.0877,168.9,473.5,,,59,,,15947,4857,Fine Gael,,,
Western,Sexual offences,2003,1,146,589100,51406,,,3.5,-0.5,0.6825,1.0807,326.3,150.7,,,,85.7,464296,13504,2571,Fianna F‡il,2076,13.5,
Western,Sexual offences,2003,2,50,589100,51714,,,3.5,-0.5,0.7022,1.1663,531.6,240.3,,,,85.7,464296,13504,4827,Fianna F‡il,2076,13.5,
Western,Sexual offences,2003,3,44,589100,54186,,,3.5,-0.5,0.6969,1.1222,421,124.9,,,,85.7,464296,13504,7996,Fianna F‡il,2076,13.5,
Western,Sexual offences,2003,4,29,589100,49596,,,3.5,-0.5,0.702,1.2286,255.8,256.2,,,,85.7,464296,13504,4908,Fianna F‡il,2076,13.5,
Western,Sexual offences,2004,1,90,594100,50298,33954,,2.2,4.3,0.6712,1.2262,330.9,204.6,25.2,6.9,,86.3,,13796,2676,Fianna F‡il,1730,13.6,82.8
Western,Sexual offences,2004,2,34,594100,48642,33954,,2.2,4.3,0.6643,1.2138,542.1,148,25.2,6.9,,86.3,,13796,4719,Fianna F‡il,1730,13.6,82.8
Western,Sexual offences,2004,3,45,594100,51458,33954,,2.2,4.3,0.6813,1.2218,423,253,25.2,6.9,,86.3,,13796,8168,Fianna F‡il,1730,13.6,82.8
Western,Sexual offences,2004,4,41,594100,45809,33954,,2.2,4.3,0.695,1.3408,200.6,296.6,25.2,6.9,,86.3,,13796,5056,Fianna F‡il,1730,13.6,82.8
Western,Sexual offences,2005,1,86,605600,46716,36667,,2.5,10.4,0.6923,1.3201,228.3,230.5,26.2,6,,84.6,,13910,2909,Fianna F‡il,1737,13.4,82.7
Western,Sexual offences,2005,2,22,605600,45186,36667,,2.5,10.4,0.669,1.2165,528.2,239.1,26.2,6,,84.6,,13910,5130,Fianna F‡il,1737,13.4,82.7
Western,Sexual offences,2005,3,49,605600,48473,36667,,2.5,10.4,0.6776,1.2256,412.1,196.3,26.2,6,,84.6,,13910,8220,Fianna F‡il,1737,13.4,82.7
Western,Sexual offences,2005,4,35,605600,44030,36667,,2.5,10.4,0.6792,1.1856,213.5,248.8,26.2,6,,84.6,,13910,4464,Fianna F‡il,1737,13.4,82.7
Western,Sexual offences,2006,1,42,610700,45181,35378,,4,16.1,0.6893,1.202,232.2,197,22.7,6.2,,84.3,504121,14969,3267,Fianna F‡il,1721,13.4,83.1
Western,Sexual offences,2006,2,35,610700,44858,35378,,4,16.1,0.6866,1.265,569.6,176.3,22.7,6.2,,84.3,504121,14969,5094,Fianna F‡il,1721,13.4,83.1
Western,Sexual offences,2006,3,28,610700,47233,35378,,4,16.1,0.6751,1.2727,456.4,219.3,22.7,6.2,,84.3,504121,14969,8341,Fianna F‡il,1721,13.4,83.1
Western,Sexual offences,2006,4,35,610700,43554,35378,,4,16.1,0.6729,1.3213,227,379,22.7,6.2,,84.3,504121,14969,4139,Fianna F‡il,1721,13.4,83.1
Western,Sexual offences,2007,1,51,623200,45926,41105,925.15,4.9,20.4,0.6802,1.3242,290.8,224.2,18.8,3.1,27,84.6,,16776,3401,Fianna F‡il,1605,13.2,84
Western,Sexual offences,2007,2,38,623200,46145,41105,934.56,4.9,20.4,0.6756,1.3419,616.1,184.5,18.8,3.1,27,84.6,,16776,5558,Fianna F‡il,1605,13.2,84
Western,Sexual offences,2007,3,36,623200,50135,41105,343.09,4.9,20.4,0.6889,1.3896,497.6,245.7,18.8,3.1,27,84.6,,16776,8949,Fianna F‡il,1605,13.2,84
Western,Sexual offences,2007,4,34,623200,47096,41105,937.71,4.9,20.4,0.7206,1.457,192.3,264.6,18.8,3.1,27,84.6,,16776,4848,Fianna F‡il,1605,13.2,84
Western,Sexual offences,2008,1,31,631300,54800,41215,905.61,4.1,9.6,0.7749,1.5527,245,384.8,17.2,4.2,34,87,,17799,3228,Fianna F‡il,1439,12.2,84.3
Western,Sexual offences,2008,2,38,631300,59729,41215,889.36,4.1,9.6,0.7915,1.5553,593.4,195.9,17.2,4.2,34,87,,17799,5351,Fianna F‡il,1439,12.2,84.3
Western,Sexual offences,2008,3,32,631300,70407,41215,881.06,4.1,9.6,0.7992,1.437,377,363.8,17.2,4.2,34,87,,17799,8751,Fianna F‡il,1439,12.2,84.3
Western,Sexual offences,2008,4,23,631300,77841,41215,859.8,4.1,9.6,0.9045,1.3449,234.2,323.7,17.2,4.2,34,87,,17799,4857,Fianna F‡il,1439,12.2,84.3
Western,Sexual offences,2009,1,40,638100,100042,40004,842.06,-4.5,-22,0.9197,1.305,263.1,200.1,14.1,5.7,40,,,17579,3450,Fianna F‡il,1360,11,83.1
Western,Sexual offences,2009,2,38,638100,111816,40004,830.31,-4.5,-22,0.8567,1.4016,647.6,248.2,14.1,5.7,40,,,17579,5432,Fianna F‡il,1360,11,83.1
Western,Sexual offences,2009,3,28,638100,122578,40004,819.05,-4.5,-22,0.8914,1.4562,478.5,292.3,14.1,5.7,40,,,17579,8047,Fianna F‡il,1360,11,83.1
Western,Sexual offences,2009,4,30,638100,116076,40004,792.61,-4.5,-22,0.8997,1.4614,252.3,422.9,14.1,5.7,40,,,17579,4698,Fianna F‡il,1360,11,83.1
Western,Sexual offences,2010,1,97,638400,121848,39398,779.39,-1,1.3,0.9016,1.3569,344.6,147.8,12.1,2.8,48,,,16544,3372,Fianna F‡il,1226,11.6,82.8
Western,Sexual offences,2010,2,79,638400,121933,39398,773.52,-1,1.3,0.8277,1.2209,649.5,163.3,12.1,2.8,48,,,16544,4993,Fianna F‡il,1226,11.6,82.8
Western,Sexual offences,2010,3,54,638400,127675,39398,769.07,-1,1.3,0.8399,1.3067,435.5,298.8,12.1,2.8,48,,,16544,7774,Fianna F‡il,1226,11.6,82.8
Western,Sexual offences,2010,4,42,638400,118751,39398,758.54,-1,1.3,0.8481,1.322,255.6,235.2,12.1,2.8,48,,,16544,4455,Fianna F‡il,1226,11.6,82.8
Western,Sexual offences,2011,1,71,640800,123038,39029,749.24,2.6,9.7,0.8665,1.3999,316.3,257.8,19.9,5.6,54,,542547,16843,3047,Fine Gael,1241,11.7,83.2
Western,Sexual offences,2011,2,54,640800,123585,39029,748.4,2.6,9.7,0.8875,1.4388,574.9,247.6,19.9,5.6,54,,542547,16843,5015,Fine Gael,1241,11.7,83.2
Western,Sexual offences,2011,3,50,640800,126911,39029,753.65,2.6,9.7,0.8717,1.377,332.1,176.9,19.9,5.6,54,,542547,16843,7532,Fine Gael,1241,11.7,83.2
Western,Sexual offences,2011,4,41,640800,117644,39029,750.05,2.6,9.7,0.8441,1.3179,170.7,330.9,19.9,5.6,54,,542547,16843,4261,Fine Gael,1241,11.7,83.2
Western,Sexual offences,2012,1,63,637500,119303,36785,747.2,1.7,0.6,0.8345,1.3201,259.8,225.5,17,6.9,56,,,16843,2812,Fine Gael,1163,11.5,82.7
Western,Sexual offences,2012,2,64,637500,117915,36785,748.78,1.7,0.6,0.8058,1.2526,549.3,283.9,17,6.9,56,,,16843,5411,Fine Gael,1163,11.5,82.7
Western,Sexual offences,2012,3,48,637500,122434,36785,776.41,1.7,0.6,0.7982,1.2856,389.4,263.8,17,6.9,56,,,16843,7712,Fine Gael,1163,11.5,82.7
Western,Sexual offences,2012,4,57,637500,114886,36785,769.1,1.7,0.6,0.8124,1.3119,209.4,322,17,6.9,56,,,16843,4778,Fine Gael,1163,11.5,82.7
Western,Sexual offences,2013,1,60,637900,117724,35158,763.3,0.5,0.7,0.86,1.2964,238.1,185.1,18.6,9,57,91.3,,16328,3642,Fine Gael,1026,10.6,82
Western,Sexual offences,2013,2,54,637900,116588,35158,765.48,0.5,0.7,0.8519,1.3189,466.3,195.3,18.6,9,57,91.3,,16328,5444,Fine Gael,1026,10.6,82
Western,Sexual offences,2013,3,63,637900,117687,35158,770.49,0.5,0.7,0.8417,1.3348,396.9,173.9,18.6,9,57,91.3,,16328,7760,Fine Gael,1026,10.6,82
Western,Sexual offences,2013,4,40,637900,107645,35158,765.04,0.5,0.7,0.8364,1.3704,210.5,378.4,18.6,9,57,91.3,,16328,4924,Fine Gael,1026,10.6,82
Western,Sexual offences,2014,1,59,637100,108311,37045,764.11,0.2,0,0.8317,1.3823,208,456.6,20.9,8.6,60,,,16329,3624,Fine Gael,982,11,82.5
Western,Sexual offences,2014,2,56,637100,106727,37045,770.9,0.2,0,0.8041,1.3592,526.9,169.1,20.9,8.6,60,,,16329,5567,Fine Gael,982,11,82.5
Western,Sexual offences,2014,3,43,637100,106089,37045,792.1,0.2,0,0.7911,1.2901,413.5,199.6,20.9,8.6,60,,,16329,8048,Fine Gael,982,11,82.5
Western,Sexual offences,2014,4,55,637100,96802,37045,791.26,0.2,0,0.7883,1.2331,202.6,347.7,20.9,8.6,60,,,16329,4956,Fine Gael,982,11,82.5
Western,Sexual offences,2015,1,75,635500,96854,,796.72,-0.3,1.5,0.7236,1.0838,231.5,324.3,,,59,,,15947,3665,Fine Gael,,,
Western,Sexual offences,2015,2,67,635500,94431,,808.82,-0.3,1.5,0.7208,1.1213,588.1,201.8,,,59,,,15947,5516,Fine Gael,,,
Western,Sexual offences,2015,3,67,635500,95672,,830.6,-0.3,1.5,0.7313,1.1221,386.5,264,,,59,,,15947,8248,Fine Gael,,,
Western,Sexual offences,2015,4,60,635500,86706,,832.94,-0.3,1.5,0.726,1.0877,168.9,473.5,,,59,,,15947,4857,Fine Gael,,,
Western,"Attempts/threats to murder, assaults, harassments and related offences",2003,1,450,589100,51406,,,3.5,-0.5,0.6825,1.0807,326.3,150.7,,,,85.7,464296,13504,2571,Fianna F‡il,2076,13.5,
Western,"Attempts/threats to murder, assaults, harassments and related offences",2003,2,402,589100,51714,,,3.5,-0.5,0.7022,1.1663,531.6,240.3,,,,85.7,464296,13504,4827,Fianna F‡il,2076,13.5,
Western,"Attempts/threats to murder, assaults, harassments and related offences",2003,3,411,589100,54186,,,3.5,-0.5,0.6969,1.1222,421,124.9,,,,85.7,464296,13504,7996,Fianna F‡il,2076,13.5,
Western,"Attempts/threats to murder, assaults, harassments and related offences",2003,4,423,589100,49596,,,3.5,-0.5,0.702,1.2286,255.8,256.2,,,,85.7,464296,13504,4908,Fianna F‡il,2076,13.5,
Western,"Attempts/threats to murder, assaults, harassments and related offences",2004,1,414,594100,50298,33954,,2.2,4.3,0.6712,1.2262,330.9,204.6,25.2,6.9,,86.3,,13796,2676,Fianna F‡il,1730,13.6,82.8
