Region,Crime_Type,Year,Qtr,No_of_Offences,Population_Num,Live_Register_Num,Mean_Disposable_Income,Rent_Rates,CPI_All_Items,CPI_Water_Electricity_Gas,GBP_per_Euro,USD_per_Euro,Sunshine_Hours,Rainfall(mm),At_Risk_of_Poverty_Rate,Consistent_Poverty_Rate,Daily_Internet_Users,Pupils_Finish_Leaving_Cert,Num_Practising_Religion,Garda’_Num,Marriages_Num,Government_Party,Tobacco_gm_per_capita,Alcohol_ltr_per_capita,Pop_In_Good_Health
Eastern,"Fraud, deception and related offences",2008,1,153,813400,77056,61496,1011.41,4.1,9.6,0.7749,1.5527,294,297.8,10.2,2.3,46,85.4,,17799,3228,Fianna F‡il,1439,12.2,84.3
Eastern,"Fraud, deception and related offences",2008,2,184,813400,83878,61496,1010.66,4.1,9.6,0.7915,1.5553,539.9,169.3,10.2,2.3,46,85.4,,17799,5351,Fianna F‡il,1439,12.2,84.3
Eastern,"Fraud, deception and related offences",2008,3,162,813400,96859,61496,1003.98,4.1,9.6,0.7992,1.437,343.2,368.7,10.2,2.3,46,85.4,,17799,8751,Fianna F‡il,1439,12.2,84.3
Eastern,"Fraud, deception and related offences",2008,4,168,813400,107764,61496,991.31,4.1,9.6,0.9045,1.3449,228.1,260.8,10.2,2.3,46,85.4,,17799,4857,Fianna F‡il,1439,12.2,84.3
Eastern,"Fraud, deception and related offences",2009,1,194,820800,135929,58759,967.17,-4.5,-22,0.9197,1.305,257.3,170.9,14.6,3.7,49,,,17579,3450,Fianna F‡il,1360,11,83.1
Eastern,"Fraud, deception and related offences",2009,2,178,820800,151517,58759,936.97,-4.5,-22,0.8567,1.4016,587.1,268.5,14.6,3.7,49,,,17579,5432,Fianna F‡il,1360,11,83.1
Eastern,"Fraud, deception and related offences",2009,3,154,820800,163406,58759,903.25,-4.5,-22,0.8914,1.4562,446.8,365.6,14.6,3.7,49,,,17579,8047,Fianna F‡il,1360,11,83.1
Eastern,"Fraud, deception and related offences",2009,4,167,820800,160960,58759,869.27,-4.5,-22,0.8997,1.4614,197.6,377.5,14.6,3.7,49,,,17579,4698,Fianna F‡il,1360,11,83.1
Eastern,"Fraud, deception and related offences",2010,1,187,828400,168325,57023,837.65,-1,1.3,0.9016,1.3569,256.8,169.1,16.3,4.9,52,,,16544,3372,Fianna F‡il,1226,11.6,82.8
Eastern,"Fraud, deception and related offences",2010,2,173,828400,171185,57023,817.69,-1,1.3,0.8277,1.2209,592.4,154.4,16.3,4.9,52,,,16544,4993,Fianna F‡il,1226,11.6,82.8
Eastern,"Fraud, deception and related offences",2010,3,142,828400,176696,57023,807.9,-1,1.3,0.8399,1.3067,440.5,353,16.3,4.9,52,,,16544,7774,Fianna F‡il,1226,11.6,82.8
Eastern,"Fraud, deception and related offences",2010,4,150,828400,166943,57023,799.73,-1,1.3,0.8481,1.322,255.4,219.9,16.3,4.9,52,,,16544,4455,Fianna F‡il,1226,11.6,82.8
Eastern,"Fraud, deception and related offences",2011,1,259,833800,172023,54111,791.3,2.6,9.7,0.8665,1.3999,311.7,203,13.5,7.9,57,,825206,16843,3047,Fine Gael,1241,11.7,83.2
Eastern,"Fraud, deception and related offences",2011,2,179,833800,174071,54111,787.79,2.6,9.7,0.8875,1.4388,589.6,167.1,13.5,7.9,57,,825206,16843,5015,Fine Gael,1241,11.7,83.2
Eastern,"Fraud, deception and related offences",2011,3,179,833800,178227,54111,785.13,2.6,9.7,0.8717,1.377,380.7,247.9,13.5,7.9,57,,825206,16843,7532,Fine Gael,1241,11.7,83.2
Eastern,"Fraud, deception and related offences",2011,4,164,833800,169937,54111,777.76,2.6,9.7,0.8441,1.3179,197.4,327.8,13.5,7.9,57,,825206,16843,4261,Fine Gael,1241,11.7,83.2
Eastern,"Fraud, deception and related offences",2012,1,192,840100,172399,51589,773.51,1.7,0.6,0.8345,1.3201,271,202.1,12.5,4.1,63,,,16843,2812,Fine Gael,1163,11.5,82.7
Eastern,"Fraud, deception and related offences",2012,2,191,840100,172637,51589,771.92,1.7,0.6,0.8058,1.2526,446.3,305.7,12.5,4.1,63,,,16843,5411,Fine Gael,1163,11.5,82.7
Eastern,"Fraud, deception and related offences",2012,3,202,840100,176208,51589,771.79,1.7,0.6,0.7982,1.2856,438.5,309.5,12.5,4.1,63,,,16843,7712,Fine Gael,1163,11.5,82.7
Eastern,"Fraud, deception and related offences",2012,4,176,840100,165942,51589,770.66,1.7,0.6,0.8124,1.3119,222.2,250.1,12.5,4.1,63,,,16843,4778,Fine Gael,1163,11.5,82.7
Eastern,"Fraud, deception and related offences",2013,1,173,840800,168721,50938,771.1,0.5,0.7,0.86,1.2964,159.4,212.7,12.3,5.9,63,90.4,,16328,3642,Fine Gael,1026,10.6,82
Eastern,"Fraud, deception and related offences",2013,2,156,840800,167784,50938,771.73,0.5,0.7,0.8519,1.3189,509,213.1,12.3,5.9,63,90.4,,16328,5444,Fine Gael,1026,10.6,82
Eastern,"Fraud, deception and related offences",2013,3,133,840800,168444,50938,780.86,0.5,0.7,0.8417,1.3348,476.7,176,12.3,5.9,63,90.4,,16328,7760,Fine Gael,1026,10.6,82
Eastern,"Fraud, deception and related offences",2013,4,151,840800,155952,50938,788.14,0.5,0.7,0.8364,1.3704,203.5,361.2,12.3,5.9,63,90.4,,16328,4924,Fine Gael,1026,10.6,82
Eastern,"Fraud, deception and related offences",2014,1,205,846900,157147,50847,794.16,0.2,0,0.8317,1.3823,238.3,371.4,14.9,6.2,65,,,16329,3624,Fine Gael,982,11,82.5
Eastern,"Fraud, deception and related offences",2014,2,168,846900,154612,50847,806.93,0.2,0,0.8041,1.3592,469,247.4,14.9,6.2,65,,,16329,5567,Fine Gael,982,11,82.5
Eastern,"Fraud, deception and related offences",2014,3,156,846900,154335,50847,829.82,0.2,0,0.7911,1.2901,435.4,201.9,14.9,6.2,65,,,16329,8048,Fine Gael,982,11,82.5
Eastern,"Fraud, deception and related offences",2014,4,169,846900,141621,50847,844.51,0.2,0,0.7883,1.2331,233.3,380,14.9,6.2,65,,,16329,4956,Fine Gael,982,11,82.5
Eastern,"Fraud, deception and related offences",2015,1,179,851400,141290,,857.96,-0.3,1.5,0.7236,1.0838,260.5,235.3,,,68,,,15947,3665,Fine Gael,,,
Eastern,"Fraud, deception and related offences",2015,2,158,851400,139879,,875.94,-0.3,1.5,0.7208,1.1213,556.4,236.6,,,68,,,15947,5516,Fine Gael,,,
Eastern,"Fraud, deception and related offences",2015,3,168,851400,140307,,898.13,-0.3,1.5,0.7313,1.1221,395.1,213.1,,,68,,,15947,8248,Fine Gael,,,
Eastern,"Fraud, deception and related offences",2015,4,156,851400,128595,,915.7,-0.3,1.5,0.726,1.0877,169.8,360.1,,,68,,,15947,4857,Fine Gael,,,
Eastern,Controlled drug offences,2003,1,233,726500,64525,,,3.5,-0.5,0.6825,1.0807,350.8,134.8,,,,80.2,749263,13504,2571,Fianna F‡il,2076,13.5,
Eastern,Controlled drug offences,2003,2,302,726500,65324,,,3.5,-0.5,0.7022,1.1663,686.6,271.5,,,,80.2,749263,13504,4827,Fianna F‡il,2076,13.5,
Eastern,Controlled drug offences,2003,3,470,726500,68146,,,3.5,-0.5,0.6969,1.1222,551.5,123.2,,,,80.2,749263,13504,7996,Fianna F‡il,2076,13.5,
Eastern,Controlled drug offences,2003,4,235,726500,64312,,,3.5,-0.5,0.702,1.2286,301,203.3,,,,80.2,749263,13504,4908,Fianna F‡il,2076,13.5,
Eastern,Controlled drug offences,2004,1,217,740000,66462,52416,,2.2,4.3,0.6712,1.2262,346.5,202.7,13.8,4.8,,80.9,,13796,2676,Fianna F‡il,1730,13.6,82.8
Eastern,Controlled drug offences,2004,2,263,740000,63567,52416,,2.2,4.3,0.6643,1.2138,639.5,178.7,13.8,4.8,,80.9,,13796,4719,Fianna F‡il,1730,13.6,82.8
Eastern,Controlled drug offences,2004,3,682,740000,65449,52416,,2.2,4.3,0.6813,1.2218,526.6,259.5,13.8,4.8,,80.9,,13796,8168,Fianna F‡il,1730,13.6,82.8
Eastern,Controlled drug offences,2004,4,222,740000,63690,52416,,2.2,4.3,0.695,1.3408,261.7,314.1,13.8,4.8,,80.9,,13796,5056,Fianna F‡il,1730,13.6,82.8
Eastern,Controlled drug offences,2005,1,349,756900,63114,50787,,2.5,10.4,0.6923,1.3201,240.1,233,13.4,5.2,,80.8,,13910,2909,Fianna F‡il,1737,13.4,82.7
Eastern,Controlled drug offences,2005,2,301,756900,60365,50787,,2.5,10.4,0.669,1.2165,608.3,198.1,13.4,5.2,,80.8,,13910,5130,Fianna F‡il,1737,13.4,82.7
Eastern,Controlled drug offences,2005,3,1127,756900,63318,50787,,2.5,10.4,0.6776,1.2256,526.7,184.9,13.4,5.2,,80.8,,13910,8220,Fianna F‡il,1737,13.4,82.7
Eastern,Controlled drug offences,2005,4,391,756900,59754,50787,,2.5,10.4,0.6792,1.1856,244,248.4,13.4,5.2,,80.8,,13910,4464,Fianna F‡il,1737,13.4,82.7
Eastern,Controlled drug offences,2006,1,429,778500,62901,53519,,4,16.1,0.6893,1.202,230.2,202.5,11.2,4.4,,81.1,784521,14969,3267,Fianna F‡il,1721,13.4,83.1
Eastern,Controlled drug offences,2006,2,412,778500,61727,53519,,4,16.1,0.6866,1.265,626.5,205.1,11.2,4.4,,81.1,784521,14969,5094,Fianna F‡il,1721,13.4,83.1
Eastern,Controlled drug offences,2006,3,701,778500,64406,53519,,4,16.1,0.6751,1.2727,624.3,242.6,11.2,4.4,,81.1,784521,14969,8341,Fianna F‡il,1721,13.4,83.1
Eastern,Controlled drug offences,2006,4,515,778500,59577,53519,,4,16.1,0.6729,1.3213,288.7,355.2,11.2,4.4,,81.1,784521,14969,4139,Fianna F‡il,1721,13.4,83.1
Eastern,Controlled drug offences,2007,1,397,796000,62508,60874,991.51,4.9,20.4,0.6802,1.3242,317.9,252.3,8.8,2.3,43,82.4,,16776,3401,Fianna F‡il,1605,13.2,84
Eastern,Controlled drug offences,2007,2,551,796000,61644,60874,999.36,4.9,20.4,0.6756,1.3419,660.7,194.3,8.8,2.3,43,82.4,,16776,5558,Fianna F‡il,1605,13.2,84
Eastern,Controlled drug offences,2007,3,1209,796000,65397,60874,1008.7,4.9,20.4,0.6889,1.3896,523.4,303.2,8.8,2.3,43,82.4,,16776,8949,Fianna F‡il,1605,13.2,84
Eastern,Controlled drug offences,2007,4,551,796000,64278,60874,1011.88,4.9,20.4,0.7206,1.457,247.2,226.6,8.8,2.3,43,82.4,,16776,4848,Fianna F‡il,1605,13.2,84
Eastern,Controlled drug offences,2008,1,702,813400,77056,61496,1011.41,4.1,9.6,0.7749,1.5527,294,297.8,10.2,2.3,46,85.4,,17799,3228,Fianna F‡il,1439,12.2,84.3
Eastern,Controlled drug offences,2008,2,756,813400,83878,61496,1010.66,4.1,9.6,0.7915,1.5553,539.9,169.3,10.2,2.3,46,85.4,,17799,5351,Fianna F‡il,1439,12.2,84.3
Eastern,Controlled drug offences,2008,3,1387,813400,96859,61496,1003.98,4.1,9.6,0.7992,1.437,343.2,368.7,10.2,2.3,46,85.4,,17799,8751,Fianna F‡il,1439,12.2,84.3
Eastern,Controlled drug offences,2008,4,643,813400,107764,61496,991.31,4.1,9.6,0.9045,1.3449,228.1,260.8,10.2,2.3,46,85.4,,17799,4857,Fianna F‡il,1439,12.2,84.3
Eastern,Controlled drug offences,2009,1,720,820800,135929,58759,967.17,-4.5,-22,0.9197,1.305,257.3,170.9,14.6,3.7,49,,,17579,3450,Fianna F‡il,1360,11,83.1
Eastern,Controlled drug offences,2009,2,704,820800,151517,58759,936.97,-4.5,-22,0.8567,1.4016,587.1,268.5,14.6,3.7,49,,,17579,5432,Fianna F‡il,1360,11,83.1
Eastern,Controlled drug offences,2009,3,1101,820800,163406,58759,903.25,-4.5,-22,0.8914,1.4562,446.8,365.6,14.6,3.7,49,,,17579,8047,Fianna F‡il,1360,11,83.1
Eastern,Controlled drug offences,2009,4,486,820800,160960,58759,869.27,-4.5,-22,0.8997,1.4614,197.6,377.5,14.6,3.7,49,,,17579,4698,Fianna F‡il,1360,11,83.1
Eastern,Controlled drug offences,2010,1,448,828400,168325,57023,837.65,-1,1.3,0.9016,1.3569,256.8,169.1,16.3,4.9,52,,,16544,3372,Fianna F‡il,1226,11.6,82.8
Eastern,Controlled drug offences,2010,2,707,828400,171185,57023,817.69,-1,1.3,0.8277,1.2209,592.4,154.4,16.3,4.9,52,,,16544,4993,Fianna F‡il,1226,11.6,82.8
Eastern,Controlled drug offences,2010,3,1045,828400,176696,57023,807.9,-1,1.3,0.8399,1.3067,440.5,353,16.3,4.9,52,,,16544,7774,Fianna F‡il,1226,11.6,82.8
Eastern,Controlled drug offences,2010,4,447,828400,166943,57023,799.73,-1,1.3,0.8481,1.322,255.4,219.9,16.3,4.9,52,,,16544,4455,Fianna F‡il,1226,11.6,82.8
Eastern,Controlled drug offences,2011,1,434,833800,172023,54111,791.3,2.6,9.7,0.8665,1.3999,311.7,203,13.5,7.9,57,,825206,16843,3047,Fine Gael,1241,11.7,83.2
Eastern,Controlled drug offences,2011,2,526,833800,174071,54111,787.79,2.6,9.7,0.8875,1.4388,589.6,167.1,13.5,7.9,57,,825206,16843,5015,Fine Gael,1241,11.7,83.2
Eastern,Controlled drug offences,2011,3,947,833800,178227,54111,785.13,2.6,9.7,0.8717,1.377,380.7,247.9,13.5,7.9,57,,825206,16843,7532,Fine Gael,1241,11.7,83.2
Eastern,Controlled drug offences,2011,4,488,833800,169937,54111,777.76,2.6,9.7,0.8441,1.3179,197.4,327.8,13.5,7.9,57,,825206,16843,4261,Fine Gael,1241,11.7,83.2
Eastern,Controlled drug offences,2012,1,506,840100,172399,51589,773.51,1.7,0.6,0.8345,1.3201,271,202.1,12.5,4.1,63,,,16843,2812,Fine Gael,1163,11.5,82.7
Eastern,Controlled drug offences,2012,2,576,840100,172637,51589,771.92,1.7,0.6,0.8058,1.2526,446.3,305.7,12.5,4.1,63,,,16843,5411,Fine Gael,1163,11.5,82.7
Eastern,Controlled drug offences,2012,3,609,840100,176208,51589,771.79,1.7,0.6,0.7982,1.2856,438.5,309.5,12.5,4.1,63,,,16843,7712,Fine Gael,1163,11.5,82.7
Eastern,Controlled drug offences,2012,4,447,840100,165942,51589,770.66,1.7,0.6,0.8124,1.3119,222.2,250.1,12.5,4.1,63,,,16843,4778,Fine Gael,1163,11.5,82.7
Eastern,Controlled drug offences,2013,1,387,840800,168721,50938,771.1,0.5,0.7,0.86,1.2964,159.4,212.7,12.3,5.9,63,90.4,,16328,3642,Fine Gael,1026,10.6,82
Eastern,Controlled drug offences,2013,2,624,840800,167784,50938,771.73,0.5,0.7,0.8519,1.3189,509,213.1,12.3,5.9,63,90.4,,16328,5444,Fine Gael,1026,10.6,82
Eastern,Controlled drug offences,2013,3,881,840800,168444,50938,780.86,0.5,0.7,0.8417,1.3348,476.7,176,12.3,5.9,63,90.4,,16328,7760,Fine Gael,1026,10.6,82
Eastern,Controlled drug offences,2013,4,435,840800,155952,50938,788.14,0.5,0.7,0.8364,1.3704,203.5,361.2,12.3,5.9,63,90.4,,16328,4924,Fine Gael,1026,10.6,82
Eastern,Controlled drug offences,2014,1,393,846900,157147,50847,794.16,0.2,0,0.8317,1.3823,238.3,371.4,14.9,6.2,65,,,16329,3624,Fine Gael,982,11,82.5
Eastern,Controlled drug offences,2014,2,644,846900,154612,50847,806.93,0.2,0,0.8041,1.3592,469,247.4,14.9,6.2,65,,,16329,5567,Fine Gael,982,11,82.5
Eastern,Controlled drug offences,2014,3,733,846900,154335,50847,829.82,0.2,0,0.7911,1.2901,435.4,201.9,14.9,6.2,65,,,16329,8048,Fine Gael,982,11,82.5
Eastern,Controlled drug offences,2014,4,357,846900,141621,50847,844.51,0.2,0,0.7883,1.2331,233.3,380,14.9,6.2,65,,,16329,4956,Fine Gael,982,11,82.5
Eastern,Controlled drug offences,2015,1,342,851400,141290,,857.96,-0.3,1.5,0.7236,1.0838,260.5,235.3,,,68,,,15947,3665,Fine Gael,,,
Eastern,Controlled drug offences,2015,2,671,851400,139879,,875.94,-0.3,1.5,0.7208,1.1213,556.4,236.6,,,68,,,15947,5516,Fine Gael,,,
Eastern,Controlled drug offences,2015,3,691,851400,140307,,898.13,-0.3,1.5,0.7313,1.1221,395.1,213.1,,,68,,,15947,8248,Fine Gael,,,
Eastern,Controlled drug offences,2015,4,451,851400,128595,,915.7,-0.3,1.5,0.726,1.0877,169.8,360.1,,,68,,,15947,4857,Fine Gael,,,
Eastern,Weapons and Explosives Offences,2003,1,36,726500,64525,,,3.5,-0.5,0.6825,1.0807,350.8,134.8,,,,80.2,749263,13504,2571,Fianna F‡il,2076,13.5,
Eastern,Weapons and Explosives Offences,2003,2,39,726500,65324,,,3.5,-0.5,0.7022,1.1663,686.6,271.5,,,,80.2,749263,13504,4827,Fianna F‡il,2076,13.5,
Eastern,Weapons and Explosives Offences,2003,3,36,726500,68146,,,3.5,-0.5,0.6969,1.1222,551.5,123.2,,,,80.2,749263,13504,7996,Fianna F‡il,2076,13.5,
Eastern,Weapons and Explosives Offences,2003,4,47,726500,64312,,,3.5,-0.5,0.702,1.2286,301,203.3,,,,80.2,749263,13504,4908,Fianna F‡il,2076,13.5,
Eastern,Weapons and Explosives Offences,2004,1,79,740000,66462,52416,,2.2,4.3,0.6712,1.2262,346.5,202.7,13.8,4.8,,80.9,,13796,2676,Fianna F‡il,1730,13.6,82.8
Eastern,Weapons and Explosives Offences,2004,2,33,740000,63567,52416,,2.2,4.3,0.6643,1.2138,639.5,178.7,13.8,4.8,,80.9,,13796,4719,Fianna F‡il,1730,13.6,82.8
Eastern,Weapons and Explosives Offences,2004,3,46,740000,65449,52416,,2.2,4.3,0.6813,1.2218,526.6,259.5,13.8,4.8,,80.9,,13796,8168,Fianna F‡il,1730,13.6,82.8
Eastern,Weapons and Explosives Offences,2004,4,45,740000,63690,52416,,2.2,4.3,0.695,1.3408,261.7,314.1,13.8,4.8,,80.9,,13796,5056,Fianna F‡il,1730,13.6,82.8
Eastern,Weapons and Explosives Offences,2005,1,45,756900,63114,50787,,2.5,10.4,0.6923,1.3201,240.1,233,13.4,5.2,,80.8,,13910,2909,Fianna F‡il,1737,13.4,82.7
Eastern,Weapons and Explosives Offences,2005,2,81,756900,60365,50787,,2.5,10.4,0.669,1.2165,608.3,198.1,13.4,5.2,,80.8,,13910,5130,Fianna F‡il,1737,13.4,82.7
Eastern,Weapons and Explosives Offences,2005,3,72,756900,63318,50787,,2.5,10.4,0.6776,1.2256,526.7,184.9,13.4,5.2,,80.8,,13910,8220,Fianna F‡il,1737,13.4,82.7
Eastern,Weapons and Explosives Offences,2005,4,55,756900,59754,50787,,2.5,10.4,0.6792,1.1856,244,248.4,13.4,5.2,,80.8,,13910,4464,Fianna F‡il,1737,13.4,82.7
Eastern,Weapons and Explosives Offences,2006,1,72,778500,62901,53519,,4,16.1,0.6893,1.202,230.2,202.5,11.2,4.4,,81.1,784521,14969,3267,Fianna F‡il,1721,13.4,83.1
Eastern,Weapons and Explosives Offences,2006,2,80,778500,61727,53519,,4,16.1,0.6866,1.265,626.5,205.1,11.2,4.4,,81.1,784521,14969,5094,Fianna F‡il,1721,13.4,83.1
Eastern,Weapons and Explosives Offences,2006,3,68,778500,64406,53519,,4,16.1,0.6751,1.2727,624.3,242.6,11.2,4.4,,81.1,784521,14969,8341,Fianna F‡il,1721,13.4,83.1
Eastern,Weapons and Explosives Offences,2006,4,119,778500,59577,53519,,4,16.1,0.6729,1.3213,288.7,355.2,11.2,4.4,,81.1,784521,14969,4139,Fianna F‡il,1721,13.4,83.1
Eastern,Weapons and Explosives Offences,2007,1,81,796000,62508,60874,991.51,4.9,20.4,0.6802,1.3242,317.9,252.3,8.8,2.3,43,82.4,,16776,3401,Fianna F‡il,1605,13.2,84
Eastern,Weapons and Explosives Offences,2007,2,89,796000,61644,60874,999.36,4.9,20.4,0.6756,1.3419,660.7,194.3,8.8,2.3,43,82.4,,16776,5558,Fianna F‡il,1605,13.2,84
Eastern,Weapons and Explosives Offences,2007,3,111,796000,65397,60874,1008.7,4.9,20.4,0.6889,1.3896,523.4,303.2,8.8,2.3,43,82.4,,16776,8949,Fianna F‡il,1605,13.2,84
Eastern,Weapons and Explosives Offences,2007,4,155,796000,64278,60874,1011.88,4.9,20.4,0.7206,1.457,247.2,226.6,8.8,2.3,43,82.4,,16776,4848,Fianna F‡il,1605,13.2,84
Eastern,Weapons and Explosives Offences,2008,1,96,813400,77056,61496,1011.41,4.1,9.6,0.7749,1.5527,294,297.8,10.2,2.3,46,85.4,,17799,3228,Fianna F‡il,1439,12.2,84.3
Eastern,Weapons and Explosives Offences,2008,2,90,813400,83878,61496,1010.66,4.1,9.6,0.7915,1.5553,539.9,169.3,10.2,2.3,46,85.4,,17799,5351,Fianna F‡il,1439,12.2,84.3
Eastern,Weapons and Explosives Offences,2008,3,108,813400,96859,61496,1003.98,4.1,9.6,0.7992,1.437,343.2,368.7,10.2,2.3,46,85.4,,17799,8751,Fianna F‡il,1439,12.2,84.3
Eastern,Weapons and Explosives Offences,2008,4,157,813400,107764,61496,991.31,4.1,9.6,0.9045,1.3449,228.1,260.8,10.2,2.3,46,85.4,,17799,4857,Fianna F‡il,1439,12.2,84.3
Eastern,Weapons and Explosives Offences,2009,1,119,820800,135929,58759,967.17,-4.5,-22,0.9197,1.305,257.3,170.9,14.6,3.7,49,,,17579,3450,Fianna F‡il,1360,11,83.1
Eastern,Weapons and Explosives Offences,2009,2,118,820800,151517,58759,936.97,-4.5,-22,0.8567,1.4016,587.1,268.5,14.6,3.7,49,,,17579,5432,Fianna F‡il,1360,11,83.1
Eastern,Weapons and Explosives Offences,2009,3,115,820800,163406,58759,903.25,-4.5,-22,0.8914,1.4562,446.8,365.6,14.6,3.7,49,,,17579,8047,Fianna F‡il,1360,11,83.1
Eastern,Weapons and Explosives Offences,2009,4,149,820800,160960,58759,869.27,-4.5,-22,0.8997,1.4614,197.6,377.5,14.6,3.7,49,,,17579,4698,Fianna F‡il,1360,11,83.1
Eastern,Weapons and Explosives Offences,2010,1,92,828400,168325,57023,837.65,-1,1.3,0.9016,1.3569,256.8,169.1,16.3,4.9,52,,,16544,3372,Fianna F‡il,1226,11.6,82.8
Eastern,Weapons and Explosives Offences,2010,2,129,828400,171185,57023,817.69,-1,1.3,0.8277,1.2209,592.4,154.4,16.3,4.9,52,,,16544,4993,Fianna F‡il,1226,11.6,82.8
Eastern,Weapons and Explosives Offences,2010,3,110,828400,176696,57023,807.9,-1,1.3,0.8399,1.3067,440.5,353,16.3,4.9,52,,,16544,7774,Fianna F‡il,1226,11.6,82.8
Eastern,Weapons and Explosives Offences,2010,4,147,828400,166943,57023,799.73,-1,1.3,0.8481,1.322,255.4,219.9,16.3,4.9,52,,,16544,4455,Fianna F‡il,1226,11.6,82.8
Eastern,Weapons and Explosives Offences,2011,1,88,833800,172023,54111,791.3,2.6,9.7,0.8665,1.3999,311.7,203,13.5,7.9,57,,825206,16843,3047,Fine Gael,1241,11.7,83.2
Eastern,Weapons and Explosives Offences,2011,2,96,833800,174071,54111,787.79,2.6,9.7,0.8875,1.4388,589.6,167.1,13.5,7.9,57,,825206,16843,5015,Fine Gael,1241,11.7,83.2
Eastern,Weapons and Explosives Offences,2011,3,100,833800,178227,54111,785.13,2.6,9.7,0.8717,1.377,380.7,247.9,13.5,7.9,57,,825206,16843,7532,Fine Gael,1241,11.7,83.2
Eastern,Weapons and Explosives Offences,2011,4,142,833800,169937,54111,777.76,2.6,9.7,0.8441,1.3179,197.4,327.8,13.5,7.9,57,,825206,16843,4261,Fine Gael,1241,11.7,83.2
Eastern,Weapons and Explosives Offences,2012,1,90,840100,172399,51589,773.51,1.7,0.6,0.8345,1.3201,271,202.1,12.5,4.1,63,,,16843,2812,Fine Gael,1163,11.5,82.7
Eastern,Weapons and Explosives Offences,2012,2,90,840100,172637,51589,771.92,1.7,0.6,0.8058,1.2526,446.3,305.7,12.5,4.1,63,,,16843,5411,Fine Gael,1163,11.5,82.7
Eastern,Weapons and Explosives Offences,2012,3,89,840100,176208,51589,771.79,1.7,0.6,0.7982,1.2856,438.5,309.5,12.5,4.1,63,,,16843,7712,Fine Gael,1163,11.5,82.7
Eastern,Weapons and Explosives Offences,2012,4,107,840100,165942,51589,770.66,1.7,0.6,0.8124,1.3119,222.2,250.1,12.5,4.1,63,,,16843,4778,Fine Gael,1163,11.5,82.7
Eastern,Weapons and Explosives Offences,2013,1,66,840800,168721,50938,771.1,0.5,0.7,0.86,1.2964,159.4,212.7,12.3,5.9,63,90.4,,16328,3642,Fine Gael,1026,10.6,82
Eastern,Weapons and Explosives Offences,2013,2,88,840800,167784,50938,771.73,0.5,0.7,0.8519,1.3189,509,213.1,12.3,5.9,63,90.4,,16328,5444,Fine Gael,1026,10.6,82
Eastern,Weapons and Explosives Offences,2013,3,86,840800,168444,50938,780.86,0.5,0.7,0.8417,1.3348,476.7,176,12.3,5.9,63,90.4,,16328,7760,Fine Gael,1026,10.6,82
Eastern,Weapons and Explosives Offences,2013,4,89,840800,155952,50938,788.14,0.5,0.7,0.8364,1.3704,203.5,361.2,12.3,5.9,63,90.4,,16328,4924,Fine Gael,1026,10.6,82
Eastern,Weapons and Explosives Offences,2014,1,57,846900,157147,50847,794.16,0.2,0,0.8317,1.3823,238.3,371.4,14.9,6.2,65,,,16329,3624,Fine Gael,982,11,82.5
Eastern,Weapons and Explosives Offences,2014,2,52,846900,154612,50847,806.93,0.2,0,0.8041,1.3592,469,247.4,14.9,6.2,65,,,16329,5567,Fine Gael,982,11,82.5
Eastern,Weapons and Explosives Offences,2014,3,77,846900,154335,50847,829.82,0.2,0,0.7911,1.2901,435.4,201.9,14.9,6.2,65,,,16329,8048,Fine Gael,982,11,82.5
Eastern,Weapons and Explosives Offences,2014,4,92,846900,141621,50847,844.51,0.2,0,0.7883,1.2331,233.3,380,14.9,6.2,65,,,16329,4956,Fine Gael,982,11,82.5
Eastern,Weapons and Explosives Offences,2015,1,70,851400,141290,,857.96,-0.3,1.5,0.7236,1.0838,260.5,235.3,,,68,,,15947,3665,Fine Gael,,,
Eastern,Weapons and Explosives Offences,2015,2,60,851400,139879,,875.94,-0.3,1.5,0.7208,1.1213,556.4,236.6,,,68,,,15947,5516,Fine Gael,,,
Eastern,Weapons and Explosives Offences,2015,3,94,851400,140307,,898.13,-0.3,1.5,0.7313,1.1221,395.1,213.1,,,68,,,15947,8248,Fine Gael,,,
Eastern,Weapons and Explosives Offences,2015,4,94,851400,128595,,915.7,-0.3,1.5,0.726,1.0877,169.8,360.1,,,68,,,15947,4857,Fine Gael,,,
Eastern,Damage to property and to the environment,2003,1,1021,726500,64525,,,3.5,-0.5,0.6825,1.0807,350.8,134.8,,,,80.2,749263,13504,2571,Fianna F‡il,2076,13.5,
Eastern,Damage to property and to the environment,2003,2,962,726500,65324,,,3.5,-0.5,0.7022,1.1663,686.6,271.5,,,,80.2,749263,13504,4827,Fianna F‡il,2076,13.5,
Eastern,Damage to property and to the environment,2003,3,938,726500,68146,,,3.5,-0.5,0.6969,1.1222,551.5,123.2,,,,80.2,749263,13504,7996,Fianna F‡il,2076,13.5,
Eastern,Damage to property and to the environment,2003,4,1037,726500,64312,,,3.5,-0.5,0.702,1.2286,301,203.3,,,,80.2,749263,13504,4908,Fianna F‡il,2076,13.5,
Eastern,Damage to property and to the environment,2004,1,1100,740000,66462,52416,,2.2,4.3,0.6712,1.2262,346.5,202.7,13.8,4.8,,80.9,,13796,2676,Fianna F‡il,1730,13.6,82.8
